Online boarding,Type of Travel,Inflight wifi service,Class,Customer Type,Inflight entertainment,Seat comfort,Checkin service,Cleanliness,Leg room service,Departure/Arrival time convenient,Ease of Online booking,Gate location,On-board service,Food and drink,Inflight service,Baggage handling,Departure Delay in Minutes,satisfaction
5,0,5,1,1,1,1,1,1,4,3,5,5,4,1,1,4,2,1
3,0,3,1,1,1,1,1,1,4,3,3,3,4,1,3,2,0,0
3,1,3,1,0,5,5,5,5,5,4,3,2,5,5,5,4,10,0
3,1,3,1,0,4,4,5,4,2,5,3,4,5,4,4,5,0,0
2,1,2,2,0,4,4,5,4,2,5,2,1,2,4,4,4,0,0
5,0,2,0,0,4,5,5,4,4,2,2,2,4,3,4,4,0,1
4,0,4,2,0,4,4,3,4,5,2,2,2,4,4,5,4,0,1
0,0,0,0,1,2,2,4,2,2,0,0,5,3,2,4,4,0,1
2,0,2,1,0,2,2,4,2,1,1,4,1,1,2,3,3,0,0
3,0,2,0,0,2,4,4,1,1,2,2,2,2,4,2,2,0,0
4,0,4,1,0,4,4,4,4,3,3,2,2,1,4,2,3,76,0
4,0,4,1,1,5,2,1,5,5,2,4,3,2,5,3,3,0,0
3,1,3,1,0,5,5,4,5,2,4,3,3,3,5,5,4,0,0
2,1,2,1,0,4,4,3,4,3,5,2,3,2,4,5,3,9,0
5,0,5,0,0,5,4,2,1,5,5,5,5,5,3,5,5,5,1
3,1,3,1,0,4,4,5,4,4,5,3,3,3,4,5,4,28,0
3,0,2,0,0,4,5,5,4,4,2,2,2,4,4,4,4,53,1
4,1,4,1,0,4,4,4,4,3,3,4,2,4,4,5,4,0,0
5,0,5,1,0,5,5,3,5,1,4,4,4,3,5,1,2,0,1
4,0,1,0,0,5,5,4,4,5,1,1,1,5,5,5,5,16,1
4,0,4,0,0,2,5,4,5,2,4,4,4,2,4,2,2,20,1
4,0,1,0,0,4,4,3,4,2,1,2,1,3,4,5,4,58,1
2,0,1,1,1,4,4,4,4,5,5,2,2,2,4,1,4,0,0
3,0,2,0,0,2,3,1,3,2,4,4,4,2,5,2,2,0,0
3,0,3,0,0,3,3,2,3,3,4,4,4,2,3,2,3,0,0
3,0,3,1,1,2,2,4,2,1,4,3,3,5,2,4,1,0,0
1,1,1,1,0,4,3,1,4,1,5,1,4,3,4,3,3,30,0
2,1,2,1,0,5,5,4,5,5,4,2,3,5,5,5,4,0,0
1,0,1,1,1,5,5,5,5,1,0,1,3,2,5,3,1,0,0
5,0,5,2,0,5,5,4,5,3,4,4,4,4,5,5,5,0,1
4,0,3,1,0,3,4,3,2,3,1,1,1,3,2,3,3,28,0
2,0,3,0,0,2,3,4,1,1,2,2,2,2,2,2,3,74,0
2,0,2,0,0,2,2,4,2,1,5,5,5,1,2,4,4,1,0
3,0,5,0,0,3,3,5,3,5,5,5,5,4,3,5,5,86,1
4,0,4,1,1,4,4,3,4,5,2,4,3,2,4,3,3,60,0
2,1,2,2,0,5,3,5,5,3,5,2,4,4,5,4,4,14,0
4,1,2,1,0,2,4,4,4,2,1,2,3,4,2,1,2,0,0
2,1,2,1,0,2,1,1,2,3,3,2,1,1,2,4,5,3,0
5,0,5,1,0,5,5,2,5,2,3,3,3,5,5,2,1,0,1
5,0,5,0,0,2,5,4,5,2,5,5,5,2,3,2,2,0,1
2,0,2,1,0,1,5,4,1,2,5,5,5,1,2,1,1,13,1
3,0,2,0,0,2,3,1,1,2,2,2,2,2,1,2,2,20,0
1,1,1,1,0,4,4,4,4,4,5,1,4,4,4,5,4,0,0
3,0,3,1,1,3,3,2,3,5,3,3,4,1,3,3,3,0,0
3,1,3,1,0,5,5,2,5,3,1,3,2,3,5,1,1,21,0
4,0,5,0,0,3,4,4,4,4,5,5,5,4,4,3,4,0,1
3,0,5,0,0,5,3,3,3,4,5,5,5,4,4,3,5,0,1
4,0,4,1,0,4,4,4,4,5,4,4,4,3,4,2,1,0,1
1,0,2,0,0,4,3,4,3,4,2,2,2,4,3,4,5,3,1
4,0,5,0,0,4,4,4,4,3,5,5,5,3,4,4,4,0,1
1,0,2,1,1,3,5,4,3,5,0,1,3,3,3,5,5,7,0
4,0,3,0,0,5,5,3,3,5,3,5,3,5,5,5,5,0,1
5,1,5,1,0,1,1,3,1,2,5,5,3,5,1,4,4,16,1
4,1,4,1,0,1,1,3,1,5,4,4,4,2,1,3,3,0,0
5,1,2,1,0,3,5,4,2,2,4,2,1,3,5,3,3,0,0
4,1,4,1,0,1,1,4,1,3,4,4,3,4,1,3,2,10,1
3,0,2,0,0,3,4,3,3,4,2,2,2,3,5,3,3,0,1
4,1,4,1,0,1,1,4,1,3,5,4,3,5,1,5,5,0,0
4,0,4,0,0,4,5,5,3,4,4,4,4,4,5,4,4,26,1
4,1,4,1,0,5,5,1,5,2,3,4,4,1,5,4,3,0,0
4,0,4,1,1,3,3,3,3,4,4,4,2,3,3,4,5,0,1
4,0,3,1,0,3,3,2,3,3,5,5,5,2,3,4,5,5,1
4,0,4,2,1,2,2,3,2,2,4,4,4,4,2,3,3,0,0
3,1,2,2,0,3,3,1,3,1,1,3,3,3,3,3,4,39,0
1,1,1,1,0,2,2,3,2,4,4,1,2,3,2,5,4,0,0
4,0,2,0,0,5,4,3,3,5,2,2,2,5,4,5,5,35,1
1,0,1,1,1,3,3,5,3,5,5,1,5,4,3,5,5,0,0
5,1,3,1,0,4,4,4,3,3,4,3,1,4,3,4,4,0,0
4,0,4,1,0,4,4,3,4,2,4,4,4,5,4,4,5,68,1
3,0,4,0,0,4,2,4,4,4,3,3,3,4,3,4,4,20,0
5,0,5,1,0,5,5,4,5,2,1,4,4,4,5,4,3,0,1
2,0,1,0,0,1,2,1,4,1,5,5,5,1,1,1,1,5,0
5,1,1,1,0,1,2,2,2,1,3,1,1,1,2,1,1,0,0
5,0,3,0,0,5,5,4,3,5,3,5,3,5,5,5,5,0,1
4,0,4,0,1,2,2,4,2,4,4,4,2,5,2,4,4,0,1
3,1,3,1,0,2,3,2,2,5,3,3,4,4,2,4,4,0,0
2,0,2,0,1,1,1,2,1,1,2,2,4,3,1,4,3,0,0
4,1,3,2,0,4,3,1,4,3,4,3,3,4,2,4,4,42,0
3,0,3,1,1,4,4,4,4,1,1,3,3,3,4,3,3,32,0
5,1,2,1,0,1,5,5,3,2,5,2,1,1,4,1,1,0,0
4,0,3,0,0,5,5,3,5,5,3,3,3,5,3,5,5,11,1
4,0,2,0,0,4,4,3,5,4,2,4,2,4,3,4,4,0,1
5,0,4,0,0,5,5,4,5,5,4,4,4,5,2,5,5,0,1
3,0,3,1,1,2,2,2,2,4,0,3,1,4,2,2,4,0,0
2,0,2,1,1,2,2,3,2,1,2,2,4,1,2,4,3,10,0
3,0,3,1,1,1,1,3,1,3,1,3,4,3,1,3,4,11,0
2,0,2,1,1,4,4,2,4,2,2,2,4,1,4,4,3,2,0
0,0,0,0,1,2,2,4,2,3,4,0,3,4,2,5,4,9,1
2,0,3,1,0,3,3,1,3,1,1,1,1,2,3,2,2,0,0
3,0,5,1,0,5,3,5,1,5,3,3,3,5,2,5,5,0,1
4,0,4,1,1,5,4,3,5,2,0,4,2,3,5,4,4,64,1
5,0,4,0,0,5,5,4,3,5,4,4,4,5,5,5,4,13,1
3,1,3,1,0,2,2,4,2,4,5,3,3,4,2,2,2,6,0
2,1,2,1,0,1,1,2,1,3,3,2,2,3,1,2,2,0,0
5,0,0,0,0,3,4,3,3,3,1,1,1,3,3,3,3,0,1
3,0,3,1,0,3,4,1,3,1,1,1,1,2,3,3,3,0,0
2,1,2,1,0,5,2,2,2,4,0,2,5,3,2,5,4,454,0
2,1,2,1,0,3,5,5,3,3,4,2,3,3,3,5,4,0,0
3,0,1,1,1,2,3,3,3,3,4,1,3,2,1,4,1,135,0
4,1,4,1,0,4,4,5,5,4,4,4,3,4,3,4,4,0,0
4,0,4,0,0,3,4,5,5,4,4,4,4,3,3,3,3,0,1
1,0,2,0,0,2,2,1,2,5,1,1,1,3,2,2,2,10,0
5,1,5,1,0,2,2,4,2,4,5,5,3,1,2,5,5,0,1
5,0,5,0,1,2,1,4,2,4,0,5,1,5,2,4,4,29,1
3,1,2,2,0,1,1,3,1,1,2,3,2,3,1,2,1,0,0
4,0,4,0,0,4,4,3,4,5,4,4,4,3,4,5,4,39,1
2,1,2,1,0,4,4,4,4,3,2,2,3,4,4,3,4,0,0
4,0,4,1,1,1,1,4,1,3,0,4,3,1,1,2,1,0,1
5,0,5,2,0,5,3,4,4,5,2,2,2,5,1,5,5,15,1
5,0,5,1,0,5,5,5,5,3,2,2,2,2,5,2,3,0,1
4,0,2,0,0,2,3,3,4,2,2,2,2,2,1,2,2,2,0
2,0,2,1,1,3,5,2,3,2,2,2,3,4,3,4,4,44,0
3,1,3,2,0,3,5,3,3,3,5,3,4,3,3,4,5,3,0
4,0,5,0,0,5,4,5,2,5,5,5,5,5,4,5,5,0,1
4,1,4,2,0,5,5,3,5,5,5,4,3,5,5,4,4,0,0
4,0,2,0,0,4,4,3,4,4,2,2,2,4,4,5,4,0,1
4,0,4,0,1,4,4,4,4,4,2,4,2,5,4,4,5,5,1
3,1,4,1,0,5,4,1,4,4,4,4,4,5,5,5,5,0,0
3,1,3,1,0,2,2,4,2,3,4,3,3,5,2,5,4,79,0
5,0,4,0,0,4,4,3,5,4,4,4,4,4,5,4,4,0,1
5,0,3,0,0,5,4,5,3,5,3,3,3,5,2,5,5,4,1
5,1,5,1,0,5,5,1,5,4,2,5,2,1,5,3,3,0,1
5,0,1,0,0,5,5,5,3,5,1,1,1,5,4,5,5,0,1
4,0,3,0,0,4,4,3,4,3,3,3,3,5,4,5,5,10,1
4,0,1,0,0,4,5,3,5,4,1,3,1,4,3,4,4,0,1
3,1,3,1,0,4,4,1,4,5,1,3,4,1,4,4,4,11,0
2,1,2,1,0,3,3,4,3,3,4,2,2,5,3,5,5,10,0
1,0,1,0,0,3,5,3,1,3,1,1,1,3,2,3,3,0,1
4,0,5,0,0,5,5,5,3,5,5,5,5,5,2,5,5,2,1
3,0,3,1,0,3,3,3,2,3,4,4,4,3,2,3,3,0,0
5,0,1,0,0,5,4,5,3,5,1,4,1,5,5,5,5,0,1
4,1,4,1,0,4,4,3,4,5,5,4,4,3,4,5,4,0,0
4,0,2,0,0,3,4,4,5,4,2,2,2,3,5,3,3,0,1
4,0,4,0,0,4,4,4,3,4,4,4,4,4,3,4,5,61,1
2,0,2,1,1,4,4,3,4,3,1,1,4,5,4,5,4,0,0
4,0,2,0,0,2,4,3,2,2,5,5,5,2,1,2,2,0,0
2,1,2,1,0,2,2,1,2,2,1,2,2,4,2,2,2,0,0
2,0,2,0,0,3,3,3,3,3,2,2,2,1,3,2,5,0,1
5,0,1,0,0,5,5,5,5,5,1,1,1,5,3,5,5,40,1
4,0,4,0,1,1,1,5,1,5,4,4,3,4,1,4,4,0,1
5,0,0,0,0,5,4,3,5,5,5,0,4,5,4,5,5,0,1
1,0,2,1,1,3,3,5,3,5,1,1,1,5,3,2,4,39,0
2,0,3,0,0,3,3,4,2,3,2,2,2,3,2,3,3,47,0
4,0,4,0,0,5,4,4,4,5,4,4,4,5,5,5,5,0,1
5,0,2,0,0,5,4,5,3,5,2,2,2,5,3,5,4,9,1
5,0,3,0,0,5,4,3,4,5,3,3,3,5,4,5,5,0,1
1,0,1,1,1,1,1,5,1,3,0,1,3,4,1,5,4,1,0
3,0,3,0,1,2,2,4,2,2,4,3,2,4,2,4,4,1,0
2,1,2,1,0,4,4,4,4,4,1,2,4,4,4,4,3,8,0
5,0,5,0,0,3,4,5,4,4,5,5,5,3,3,3,4,0,1
4,1,4,1,0,1,1,3,1,2,3,4,2,3,1,2,3,4,0
3,0,3,0,1,3,4,3,3,3,3,3,1,4,3,4,4,1,0
2,0,2,0,0,2,2,2,2,1,5,3,3,1,2,3,3,0,0
1,1,1,1,0,4,4,3,4,2,2,1,3,2,4,3,2,0,0
4,1,1,2,0,4,3,3,2,1,2,1,3,4,3,4,4,0,0
4,0,2,1,0,2,3,2,2,2,4,5,4,2,3,2,2,0,0
5,0,1,0,0,3,4,4,4,3,1,1,1,3,5,3,3,21,1
4,0,4,0,0,4,4,4,4,3,4,4,4,3,4,5,4,28,1
4,0,4,2,0,4,4,4,4,3,3,3,3,3,4,4,5,23,1
4,0,4,1,0,4,4,1,4,2,1,1,1,2,4,3,4,10,1
2,1,2,1,0,1,1,3,1,1,3,2,2,5,1,4,2,0,0
4,1,2,1,0,1,4,1,4,2,2,2,3,1,4,1,1,11,0
3,0,3,1,0,3,3,3,3,1,1,4,1,4,3,3,4,0,0
5,0,5,1,1,1,1,4,1,5,5,5,2,5,1,4,4,0,1
4,1,4,1,0,2,2,5,2,5,0,4,1,5,2,4,4,0,1
2,1,2,1,0,4,4,3,4,2,5,2,1,5,4,5,5,25,0
4,0,4,0,0,4,5,5,5,4,4,4,4,4,3,4,4,0,1
4,0,5,0,0,4,5,3,5,5,5,5,5,4,3,4,4,16,1
1,0,1,1,0,1,2,2,1,4,1,5,5,1,1,3,3,44,0
3,1,2,1,0,2,3,3,2,4,2,3,2,2,2,2,3,15,0
4,0,4,0,1,3,1,5,3,2,0,4,4,4,3,4,5,25,1
4,1,4,2,0,2,3,1,2,2,4,4,3,2,2,4,1,13,0
5,0,3,0,0,4,5,3,5,4,3,3,3,4,2,4,4,0,1
1,1,3,1,0,3,3,1,3,3,3,1,3,3,3,5,2,3,0
4,1,2,1,0,1,1,3,1,2,3,4,4,3,1,3,4,0,0
5,0,3,0,0,4,4,3,5,4,3,3,3,4,4,4,4,0,1
4,0,3,0,0,4,4,2,4,3,3,3,3,1,4,3,2,2,1
3,0,3,1,1,4,4,4,4,4,3,3,4,2,4,5,5,1,0
3,0,5,1,0,3,4,2,1,5,4,4,4,3,3,3,3,0,1
2,1,2,2,0,5,5,5,5,2,4,2,4,3,5,5,4,0,0
4,1,4,1,0,1,1,3,1,3,5,4,1,3,1,5,5,0,0
1,1,1,1,0,1,1,3,1,2,4,1,5,3,1,4,5,0,0
2,0,2,1,0,2,2,2,2,4,5,5,5,3,2,3,3,0,0
3,0,3,1,0,3,3,3,3,2,1,3,1,1,3,3,3,15,0
4,0,3,0,0,4,4,5,4,4,1,3,3,4,4,4,5,9,1
4,0,0,0,0,2,4,3,5,2,5,0,4,2,2,2,2,0,1
4,0,1,0,0,4,4,3,4,5,1,1,1,4,3,4,4,19,1
3,0,3,1,0,3,3,4,3,3,5,4,5,4,3,3,4,48,0
1,1,1,1,0,4,4,3,4,1,2,1,4,3,4,3,4,0,0
3,0,3,1,0,3,3,4,3,2,2,2,2,3,3,4,3,0,0
4,1,4,1,0,3,2,3,3,3,1,4,3,1,3,4,4,4,0
4,0,4,1,1,1,1,4,1,4,2,4,3,3,1,4,3,45,0
4,0,2,0,0,5,5,3,4,5,2,2,2,5,5,5,5,18,1
5,1,3,1,0,5,4,5,3,3,4,3,4,5,5,5,3,0,0
0,1,4,1,0,2,2,3,2,5,3,0,2,1,2,3,3,0,0
1,0,1,1,0,1,1,3,1,4,5,5,5,3,1,3,3,0,0
3,1,3,1,0,1,1,5,1,3,4,3,1,3,1,5,4,0,0
5,1,5,1,0,3,3,2,3,1,4,5,2,5,3,1,1,39,1
5,1,3,1,0,2,4,4,4,3,4,3,2,2,2,2,2,0,0
5,1,2,1,0,3,5,3,4,2,4,2,2,3,3,3,2,0,0
0,1,0,0,0,5,5,5,5,3,4,0,3,5,5,5,5,10,1
3,0,3,1,1,5,3,1,5,3,2,3,4,1,5,4,4,20,0
1,0,1,1,0,1,1,3,1,3,5,5,5,2,1,4,3,69,0
4,0,2,1,0,2,3,4,2,2,1,1,1,2,1,2,2,0,0
4,1,2,1,0,5,5,5,4,2,5,2,4,5,5,5,5,1,0
4,1,4,1,0,2,2,3,2,2,4,4,1,2,2,1,4,7,1
3,0,3,1,1,5,5,4,5,2,3,3,4,5,5,3,3,27,0
5,0,4,0,0,4,4,4,4,3,4,4,4,3,4,4,5,0,1
2,0,2,1,1,2,3,3,2,2,3,2,4,1,2,4,3,0,0
4,0,3,0,0,3,5,5,5,4,3,3,3,3,3,3,3,0,1
4,0,4,0,0,4,5,5,5,5,4,4,4,4,3,4,4,27,1
5,0,1,0,0,5,4,4,5,5,1,1,1,5,3,5,5,2,1
3,1,3,1,0,3,3,3,3,4,5,3,1,5,3,5,5,0,0
2,0,2,1,0,2,2,2,2,5,4,4,4,3,2,4,4,110,0
3,0,3,1,1,2,2,3,2,1,4,3,3,2,2,3,5,0,0
2,0,4,0,0,2,2,4,2,4,4,2,4,4,2,4,4,15,1
2,0,5,0,0,4,3,5,2,4,5,4,5,4,4,4,4,1,1
2,0,4,0,0,2,2,4,2,5,4,4,4,3,2,4,4,0,1
2,0,3,1,0,3,3,4,3,4,3,3,3,1,3,3,3,2,0
5,0,0,0,0,2,5,3,5,2,0,0,2,2,5,2,2,36,1
5,0,5,2,0,4,4,2,4,5,1,1,1,4,4,2,2,80,1
0,1,3,1,0,2,1,4,2,3,4,0,4,4,2,5,4,25,0
3,0,3,1,0,2,3,3,3,3,5,5,5,4,3,1,4,0,0
3,0,1,0,0,4,4,5,4,4,1,4,1,4,2,4,4,0,1
5,0,4,2,0,4,5,2,5,4,3,3,3,4,4,4,4,81,1
5,0,3,0,0,5,4,5,5,5,3,3,3,5,4,5,5,0,1
4,0,4,1,1,5,5,2,5,1,4,4,2,1,5,2,5,0,1
4,0,0,0,0,3,4,4,4,3,0,0,2,3,3,3,3,0,1
4,1,2,1,0,3,4,5,5,0,4,0,2,3,3,3,3,0,0
5,0,1,1,1,3,5,5,5,4,1,1,3,1,1,4,4,151,0
4,1,4,1,0,1,1,3,1,2,4,4,2,4,1,5,4,0,1
4,0,4,0,1,3,3,3,3,2,4,4,3,4,3,5,4,0,0
1,1,1,1,0,4,4,2,4,2,5,1,2,5,4,4,1,9,0
4,1,3,1,0,4,5,3,3,3,5,3,4,4,2,4,4,0,0
1,0,1,1,1,1,1,4,1,5,1,1,2,2,1,3,3,0,0
4,0,4,2,0,4,4,4,4,2,1,2,1,1,4,4,3,92,1
3,0,3,2,0,3,4,1,3,3,3,3,3,3,5,3,3,0,0
3,1,3,2,0,3,3,2,3,1,4,3,4,3,3,5,3,6,0
5,0,5,0,0,5,5,4,5,5,5,5,5,4,5,4,3,0,1
5,0,5,0,0,5,1,5,2,5,5,5,5,5,1,5,5,0,1
3,1,3,1,0,1,1,4,1,5,4,3,2,4,1,5,5,25,0
5,0,5,1,0,5,2,2,5,5,5,5,5,5,5,5,5,0,1
1,1,2,1,0,3,3,5,3,4,5,1,3,4,3,5,5,0,0
1,1,1,2,0,4,4,3,4,3,4,1,1,4,4,4,5,0,0
4,0,4,0,0,4,4,4,5,4,4,4,4,4,3,4,4,0,1
1,0,1,0,1,2,4,5,2,3,1,1,4,4,2,4,4,0,0
2,0,2,1,0,3,2,2,2,2,4,4,4,1,2,1,3,0,0
3,0,3,2,0,3,3,2,3,1,3,3,3,2,3,4,3,0,0
3,0,3,1,1,4,4,3,4,2,3,3,4,4,4,3,3,0,0
5,0,3,0,0,2,5,5,5,2,3,3,3,2,5,2,2,0,1
5,0,2,0,0,4,5,4,3,4,2,2,2,4,5,4,4,0,1
4,1,4,1,0,5,3,4,2,4,2,4,3,5,5,5,5,37,0
2,1,2,1,0,5,5,5,5,2,5,2,3,3,5,4,5,0,0
1,0,1,0,0,1,1,3,1,1,1,1,1,3,1,2,2,2,0
4,0,3,0,0,3,4,2,3,3,2,2,2,3,4,3,3,0,0
1,1,1,1,0,1,5,4,1,3,4,1,1,4,1,4,4,0,0
4,0,2,0,0,5,4,3,3,5,2,2,2,5,5,5,5,0,1
2,0,2,1,1,5,5,2,5,5,0,2,3,1,5,4,3,14,0
4,0,4,1,0,4,4,3,4,3,2,2,2,5,4,3,5,0,1
5,0,4,0,0,5,4,3,4,5,4,4,4,5,4,5,5,0,1
1,0,1,1,1,4,4,2,4,2,1,1,3,2,4,4,3,0,0
3,0,3,1,1,2,3,3,2,4,3,3,3,4,2,5,4,0,0
5,0,5,0,0,4,4,5,4,4,5,5,5,4,3,4,4,1,1
5,1,2,1,0,5,4,4,3,2,5,2,5,5,3,5,5,3,0
3,1,3,2,0,4,4,3,4,2,4,3,3,3,4,4,5,0,0
5,0,5,0,0,4,5,3,3,4,5,5,5,4,4,4,4,13,1
0,1,1,1,0,1,1,1,1,4,3,0,3,2,1,3,3,0,0
2,1,2,1,0,4,4,1,4,3,1,2,4,2,4,4,4,0,0
4,0,3,0,0,4,4,5,4,5,3,3,3,5,4,5,4,7,1
0,0,0,1,1,5,5,5,5,2,4,0,3,5,5,4,4,0,1
5,1,3,1,0,2,4,2,5,3,5,3,2,2,2,2,2,5,0
5,0,1,0,0,3,4,5,3,3,1,1,1,3,4,3,3,0,1
2,1,2,1,0,4,4,5,4,3,5,2,4,5,4,4,4,0,0
1,1,2,1,0,5,3,1,3,2,4,2,4,5,5,5,5,1,0
4,0,4,0,0,5,4,3,5,5,4,4,4,5,3,5,5,0,1
4,1,4,1,0,2,3,5,2,4,5,4,4,5,2,4,5,0,1
4,0,2,1,0,2,3,3,4,2,2,2,2,2,4,2,2,0,0
5,0,3,0,0,5,4,4,3,5,3,3,3,5,2,5,5,50,1
3,0,2,0,0,2,3,1,3,2,3,4,3,2,3,2,2,0,0
2,0,4,0,0,4,3,4,3,4,5,4,5,4,4,4,4,0,0
5,0,4,0,0,4,4,4,5,4,4,4,4,4,4,4,4,0,1
4,0,2,0,0,2,4,4,3,2,1,1,1,2,2,2,2,0,0
3,0,4,0,0,4,3,2,4,4,4,4,4,4,5,4,4,0,0
2,0,3,0,1,2,2,5,2,3,2,2,1,5,2,4,5,89,0
3,0,3,1,0,3,3,4,3,2,3,3,3,4,3,2,5,0,1
1,0,4,0,0,4,2,1,3,4,3,3,3,4,4,4,4,0,0
4,0,1,0,0,5,4,4,4,5,1,3,1,5,2,5,5,8,1
3,0,3,1,1,5,5,5,5,2,3,3,1,5,5,4,5,0,0
0,1,4,2,0,4,4,4,4,2,4,0,1,3,4,5,4,0,1
3,0,3,1,0,3,3,1,3,2,5,5,5,2,3,4,2,0,0
4,0,0,0,0,1,4,3,3,1,0,0,5,1,2,1,1,0,1
5,0,5,1,0,5,5,5,5,5,1,1,1,1,5,1,1,0,1
3,0,3,2,0,3,3,1,3,3,1,1,1,3,3,4,4,0,0
4,0,4,0,0,4,4,4,4,4,4,4,4,4,2,4,4,0,1
1,0,2,0,1,3,2,5,3,2,1,1,3,4,3,5,4,0,0
2,1,3,2,0,2,3,1,2,3,4,3,3,2,4,2,2,15,0
1,0,3,0,0,3,2,1,4,4,3,3,3,3,1,3,3,0,1
4,0,3,0,0,5,5,5,4,5,3,3,3,5,4,5,5,0,1
2,0,2,0,0,2,2,3,2,5,2,2,2,4,2,3,4,8,0
3,0,3,1,1,1,1,3,1,4,3,3,3,4,1,2,3,67,0
4,0,4,2,0,4,4,4,4,2,4,4,4,4,4,3,4,0,1
4,0,1,1,1,4,4,4,4,3,1,1,3,2,1,3,4,38,0
5,0,5,0,0,5,3,5,4,5,5,5,5,5,2,5,5,0,1
3,1,4,1,0,3,3,3,3,2,1,3,4,3,3,4,4,0,0
5,0,5,0,1,2,2,5,2,4,3,5,5,4,2,4,4,7,1
3,0,3,1,1,5,5,4,5,3,2,3,4,1,5,4,4,0,0
4,0,4,0,0,4,4,4,4,5,4,5,4,3,4,4,5,10,1
2,1,2,1,0,5,5,4,5,2,4,2,3,4,5,4,4,0,0
4,1,3,0,0,1,5,3,5,3,4,3,1,1,3,1,2,0,0
1,0,1,0,1,1,1,4,1,4,1,1,1,4,1,4,4,5,0
1,1,1,1,0,2,2,5,2,3,4,1,1,3,2,5,5,87,0
2,0,2,1,1,5,5,4,5,4,2,2,4,2,5,3,3,0,0
2,1,2,1,0,4,4,4,4,4,3,2,3,4,4,3,3,1,0
5,0,5,0,0,5,5,4,5,5,5,5,5,4,5,2,5,46,1
4,0,5,0,0,2,4,4,3,2,5,4,5,2,3,2,2,0,1
4,0,3,0,0,4,4,4,4,2,3,3,3,4,4,4,4,0,1
3,1,3,2,0,4,4,5,4,2,3,3,2,4,4,5,2,64,0
3,0,3,1,1,4,2,2,4,2,4,3,4,1,4,1,1,94,0
5,0,5,1,0,5,5,1,5,1,1,1,1,2,5,1,2,0,1
3,1,3,1,0,1,2,3,1,5,5,3,3,4,1,4,4,0,0
5,0,5,0,0,5,5,4,5,3,5,5,5,3,5,4,4,34,1
3,0,3,1,1,1,1,5,1,3,3,3,4,4,1,5,1,2,0
4,1,1,1,0,2,4,5,5,1,5,1,2,2,4,2,2,0,0
1,1,2,1,0,3,1,1,1,5,5,2,1,2,2,3,5,2,0
2,0,1,0,0,1,3,4,2,2,4,4,4,1,4,1,1,0,0
3,0,2,1,1,2,2,2,2,3,3,3,3,2,2,4,3,130,0
5,1,1,1,0,4,4,4,3,1,4,1,3,4,4,4,4,6,0
4,0,1,0,0,1,4,3,1,1,5,5,5,1,1,1,1,2,0
3,1,3,1,0,3,3,4,3,3,3,3,3,4,3,1,3,0,0
1,1,1,1,0,5,5,1,5,3,4,1,1,3,5,4,2,0,0
4,0,4,0,0,1,4,4,4,4,4,4,4,1,4,3,5,0,1
4,0,3,0,0,2,5,3,3,2,3,3,3,2,4,2,2,0,1
3,0,3,0,0,3,3,3,3,4,3,2,2,1,3,3,2,0,0
3,1,3,2,0,5,5,4,5,3,5,3,4,5,3,5,1,8,0
4,0,4,0,0,5,5,3,4,5,4,1,4,5,4,5,5,0,1
5,0,1,1,1,3,5,5,5,3,1,1,4,2,1,4,3,459,0
5,0,1,0,0,5,4,4,5,5,1,1,1,5,3,5,5,8,1
5,0,4,0,0,3,5,4,5,3,4,4,4,3,4,3,3,0,1
3,1,2,1,0,1,3,1,4,1,2,1,4,1,1,1,1,0,0
3,0,3,1,1,1,1,4,1,3,2,3,3,1,1,3,2,16,0
4,1,3,1,0,4,4,3,5,3,4,3,1,4,4,4,4,10,0
2,0,2,1,1,5,5,2,5,1,2,2,4,3,5,3,3,13,0
4,0,3,1,0,3,1,5,1,3,3,4,3,3,1,3,3,2,1
3,1,3,2,0,2,2,3,2,3,2,3,2,2,2,2,1,6,0
4,0,1,0,0,3,3,4,3,3,1,1,1,4,3,4,5,41,1
3,0,3,0,1,5,5,5,5,3,3,3,1,5,5,4,4,17,0
5,0,4,0,0,4,4,4,3,4,4,2,4,4,3,4,4,25,1
1,0,1,1,1,1,1,2,1,4,1,1,3,3,1,5,3,0,0
3,1,3,2,0,2,2,3,2,3,3,3,4,5,2,3,3,0,0
1,0,3,1,0,3,2,4,3,3,2,2,2,3,4,3,3,10,1
3,0,4,0,0,4,2,4,4,4,4,1,4,4,5,4,5,0,1
1,1,1,2,0,3,4,3,3,3,2,1,3,3,3,3,3,19,0
5,0,5,2,0,5,5,1,5,3,4,4,4,1,5,2,3,0,1
1,1,1,1,0,5,5,5,5,1,0,1,2,3,5,3,5,9,0
1,0,1,2,1,5,5,1,5,2,1,1,3,2,5,3,3,0,0
5,0,5,0,0,5,4,3,4,5,5,5,5,5,5,5,5,0,1
3,1,3,1,0,4,4,1,4,5,3,3,3,4,4,4,4,0,0
1,0,1,1,0,1,2,2,1,2,4,4,4,4,1,3,4,8,0
4,1,4,2,0,3,3,2,3,2,2,4,3,4,3,3,3,0,1
3,0,2,0,0,2,3,2,2,2,2,2,2,2,1,2,2,36,0
5,0,1,0,0,5,4,3,5,5,1,2,1,5,5,5,4,4,1
3,1,4,1,0,1,4,4,4,4,4,4,1,1,3,1,1,5,0
4,0,4,0,0,4,4,4,4,4,4,4,4,5,4,5,5,8,1
2,1,2,1,0,4,4,3,4,3,3,2,4,4,4,4,4,0,0
