,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
69976,69976,108936,Male,Loyal Customer,41,Personal Travel,Eco,1183,1,5,1,2,1,1,1,1,5,4,4,4,5,1,30,19.0,neutral or dissatisfied
20076,20076,108530,Female,disloyal Customer,56,Business travel,Eco,249,3,0,3,3,2,3,2,2,2,3,1,3,1,2,1,3.0,neutral or dissatisfied
42302,42302,112184,Male,Loyal Customer,49,Personal Travel,Eco,895,1,2,1,2,1,1,1,1,3,5,2,3,3,1,1,0.0,neutral or dissatisfied
94796,94796,54689,Female,disloyal Customer,26,Business travel,Eco,854,2,2,2,4,1,2,1,1,2,4,4,1,3,1,0,29.0,neutral or dissatisfied
17148,17148,9750,Female,Loyal Customer,45,Personal Travel,Eco,970,4,4,5,1,5,4,4,3,3,5,2,3,3,5,0,0.0,neutral or dissatisfied
64667,64667,106074,Female,Loyal Customer,42,Business travel,Business,3226,0,0,0,1,2,4,4,2,2,2,2,4,2,4,0,0.0,satisfied
7863,7863,53464,Male,disloyal Customer,29,Business travel,Eco,2442,5,5,5,2,5,3,3,1,3,5,1,3,3,3,0,2.0,satisfied
69584,69584,7648,Female,Loyal Customer,51,Business travel,Business,604,1,1,1,1,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
4626,4626,23300,Male,Loyal Customer,36,Business travel,Business,3667,1,1,1,1,3,3,1,5,5,5,5,2,5,4,36,36.0,satisfied
91207,91207,66306,Female,Loyal Customer,30,Business travel,Business,3874,3,3,3,3,4,5,4,4,4,5,5,4,4,4,9,14.0,satisfied
47336,47336,123094,Male,Loyal Customer,39,Business travel,Business,468,2,2,2,2,2,5,4,4,4,4,4,5,4,3,4,0.0,satisfied
35203,35203,106476,Female,Loyal Customer,45,Business travel,Business,1624,3,3,3,3,3,4,5,4,4,4,4,3,4,4,25,13.0,satisfied
98855,98855,54984,Male,disloyal Customer,25,Business travel,Eco,1355,4,4,4,5,5,4,5,5,5,2,4,3,5,5,3,0.0,satisfied
27756,27756,90251,Female,Loyal Customer,53,Personal Travel,Eco Plus,1121,3,5,3,3,4,5,5,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
26760,26760,103626,Female,Loyal Customer,41,Business travel,Business,1516,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
80244,80244,73340,Male,Loyal Customer,60,Business travel,Business,2432,3,3,2,3,3,4,5,5,5,4,5,3,5,4,0,0.0,satisfied
90276,90276,46555,Male,Loyal Customer,30,Business travel,Eco,141,5,2,2,2,5,5,5,5,5,2,1,2,3,5,71,67.0,satisfied
36187,36187,56617,Female,Loyal Customer,31,Business travel,Business,1920,5,1,3,1,5,4,5,5,1,2,4,1,3,5,0,0.0,neutral or dissatisfied
51384,51384,10424,Male,Loyal Customer,55,Business travel,Business,191,4,4,5,4,2,5,4,5,5,5,4,4,5,4,0,0.0,satisfied
79580,79580,85279,Male,Loyal Customer,62,Personal Travel,Eco,731,2,1,2,3,5,2,5,5,3,1,3,3,2,5,1,0.0,neutral or dissatisfied
56692,56692,90984,Female,Loyal Customer,38,Business travel,Business,270,1,3,5,5,4,3,4,1,1,1,1,3,1,3,0,11.0,neutral or dissatisfied
32,32,70594,Female,Loyal Customer,35,Business travel,Business,2611,4,5,4,4,4,4,4,3,3,4,5,4,3,4,109,120.0,satisfied
61181,61181,35499,Male,Loyal Customer,13,Personal Travel,Eco,1102,3,3,3,1,5,3,5,5,4,5,3,5,3,5,1,2.0,neutral or dissatisfied
25085,25085,14790,Female,Loyal Customer,28,Business travel,Business,1824,3,3,3,3,3,3,3,3,2,2,3,3,3,3,0,6.0,neutral or dissatisfied
47849,47849,13729,Female,Loyal Customer,44,Business travel,Business,441,3,3,3,3,1,2,5,4,4,4,4,2,4,5,23,4.0,satisfied
75059,75059,79557,Male,Loyal Customer,53,Business travel,Business,1855,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
39343,39343,47379,Female,disloyal Customer,11,Business travel,Eco,599,5,0,5,1,2,0,2,2,2,2,5,2,4,2,0,0.0,satisfied
28874,28874,103841,Female,Loyal Customer,22,Business travel,Business,3081,2,3,3,3,2,2,2,2,1,5,4,3,3,2,129,122.0,neutral or dissatisfied
24398,24398,46278,Male,Loyal Customer,15,Personal Travel,Eco,679,2,4,2,1,3,2,3,3,3,5,5,3,4,3,0,0.0,neutral or dissatisfied
31046,31046,41166,Male,disloyal Customer,44,Business travel,Eco Plus,140,4,4,4,4,5,4,5,5,1,5,3,4,1,5,36,25.0,neutral or dissatisfied
73727,73727,6007,Female,disloyal Customer,38,Business travel,Business,691,3,3,3,2,4,3,4,4,5,5,5,3,4,4,0,0.0,neutral or dissatisfied
2543,2543,120820,Female,Loyal Customer,38,Personal Travel,Eco,666,5,0,5,4,3,5,3,3,4,3,5,5,5,3,0,0.0,satisfied
43988,43988,69947,Male,disloyal Customer,29,Business travel,Eco,1205,2,2,2,4,2,2,2,2,4,2,4,1,4,2,0,0.0,neutral or dissatisfied
51029,51029,71541,Male,disloyal Customer,22,Business travel,Eco,1005,5,4,4,3,1,4,1,1,5,2,4,4,5,1,1,3.0,satisfied
46619,46619,19766,Male,Loyal Customer,69,Business travel,Eco Plus,462,2,2,3,2,3,2,3,3,3,1,4,4,4,3,0,0.0,neutral or dissatisfied
86284,86284,116200,Male,Loyal Customer,37,Personal Travel,Eco,390,2,4,2,3,4,2,5,4,3,2,4,4,5,4,19,16.0,neutral or dissatisfied
97146,97146,60293,Male,Loyal Customer,45,Business travel,Business,1773,2,4,4,4,5,3,3,2,2,2,2,4,2,4,8,21.0,neutral or dissatisfied
15872,15872,113520,Male,Loyal Customer,47,Business travel,Business,3843,5,5,2,5,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
14680,14680,105326,Male,Loyal Customer,47,Business travel,Business,528,5,5,5,5,5,4,4,2,2,2,2,4,2,4,64,53.0,satisfied
20619,20619,58517,Female,Loyal Customer,15,Personal Travel,Eco,719,3,5,3,4,1,3,2,1,4,2,5,4,5,1,6,0.0,neutral or dissatisfied
90006,90006,99536,Female,Loyal Customer,57,Business travel,Business,3217,4,4,4,4,2,4,5,2,2,3,2,4,2,4,17,15.0,satisfied
10739,10739,10007,Female,Loyal Customer,16,Personal Travel,Eco,534,2,4,3,3,4,3,3,4,3,5,4,4,4,4,6,51.0,neutral or dissatisfied
56055,56055,124594,Female,Loyal Customer,18,Personal Travel,Eco,500,3,4,4,5,3,4,3,3,3,3,5,3,5,3,0,5.0,neutral or dissatisfied
96771,96771,76926,Male,Loyal Customer,70,Business travel,Eco,1823,3,4,4,4,3,3,3,3,2,4,3,4,4,3,0,0.0,neutral or dissatisfied
81338,81338,76322,Female,Loyal Customer,9,Personal Travel,Eco,2182,3,4,3,3,5,3,5,5,3,4,4,2,4,5,0,0.0,neutral or dissatisfied
49009,49009,122359,Male,Loyal Customer,27,Business travel,Business,529,2,2,2,2,2,1,2,2,4,4,3,1,3,2,0,0.0,neutral or dissatisfied
24252,24252,34548,Female,Loyal Customer,29,Business travel,Business,1576,4,3,4,4,4,4,4,4,3,4,1,5,1,4,0,0.0,satisfied
75976,75976,43290,Female,Loyal Customer,56,Business travel,Eco,436,5,3,3,3,5,4,3,4,4,5,4,3,4,1,0,0.0,satisfied
71130,71130,90816,Male,Loyal Customer,56,Business travel,Business,2987,4,4,4,4,5,4,4,3,3,4,3,4,3,4,0,0.0,satisfied
22910,22910,38829,Male,Loyal Customer,45,Personal Travel,Eco,354,4,1,4,3,3,4,2,3,1,3,4,3,4,3,4,16.0,neutral or dissatisfied
61697,61697,44767,Female,disloyal Customer,20,Business travel,Eco,1250,4,4,4,1,4,5,5,5,3,5,1,5,2,5,196,170.0,satisfied
94980,94980,71213,Male,Loyal Customer,57,Business travel,Business,3449,2,2,3,2,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
38661,38661,57368,Female,Loyal Customer,63,Personal Travel,Eco,414,3,2,2,3,4,4,3,1,1,2,1,2,1,3,3,13.0,neutral or dissatisfied
54918,54918,50410,Male,Loyal Customer,36,Business travel,Eco,308,4,2,2,2,4,3,4,4,4,3,4,3,3,4,0,0.0,neutral or dissatisfied
103489,103489,124462,Male,Loyal Customer,39,Business travel,Business,1516,3,4,4,4,2,4,3,3,3,3,3,1,3,1,4,24.0,neutral or dissatisfied
35758,35758,38504,Female,Loyal Customer,47,Business travel,Business,2475,4,4,3,4,5,5,4,5,5,5,5,2,5,4,8,0.0,satisfied
42130,42130,8225,Female,Loyal Customer,20,Personal Travel,Eco,335,3,4,5,5,3,5,3,3,3,5,4,4,5,3,0,0.0,neutral or dissatisfied
5195,5195,81547,Male,Loyal Customer,31,Personal Travel,Eco,1124,4,5,5,2,1,5,1,1,3,3,4,5,5,1,0,0.0,neutral or dissatisfied
11901,11901,51530,Male,Loyal Customer,48,Business travel,Business,451,5,5,5,5,5,5,5,5,5,5,3,5,1,5,154,154.0,satisfied
60669,60669,92976,Female,disloyal Customer,24,Business travel,Eco,738,2,2,2,3,4,2,4,4,4,3,4,5,4,4,26,21.0,neutral or dissatisfied
101164,101164,6705,Female,Loyal Customer,49,Personal Travel,Eco,438,2,5,2,5,4,5,5,4,4,2,1,4,4,3,44,73.0,neutral or dissatisfied
60293,60293,80801,Female,Loyal Customer,32,Business travel,Business,2195,4,4,4,4,5,5,5,5,5,4,5,3,5,5,0,0.0,satisfied
13248,13248,86613,Male,disloyal Customer,25,Business travel,Business,746,5,5,5,4,2,5,1,2,5,5,4,4,5,2,1,0.0,satisfied
5044,5044,60154,Male,Loyal Customer,68,Personal Travel,Eco,1182,5,5,5,3,5,5,5,5,2,5,4,5,1,5,14,0.0,satisfied
78197,78197,46545,Female,Loyal Customer,58,Business travel,Business,125,4,4,4,4,5,2,5,4,4,4,5,3,4,2,0,0.0,satisfied
68622,68622,56844,Male,Loyal Customer,44,Business travel,Business,2565,4,1,4,4,4,4,4,5,3,4,4,4,5,4,0,0.0,satisfied
80121,80121,46645,Female,Loyal Customer,33,Business travel,Business,3773,2,1,1,1,2,3,3,3,3,3,2,2,3,2,24,19.0,neutral or dissatisfied
56263,56263,60219,Male,Loyal Customer,28,Business travel,Business,1703,5,5,5,5,5,4,5,5,3,5,3,4,4,5,0,0.0,satisfied
87546,87546,106052,Female,Loyal Customer,44,Personal Travel,Eco,452,2,5,2,2,1,5,2,3,3,2,3,5,3,3,0,0.0,neutral or dissatisfied
37942,37942,127260,Female,disloyal Customer,49,Business travel,Business,1107,4,3,3,2,5,4,5,5,3,5,5,5,5,5,0,0.0,satisfied
5811,5811,95146,Male,Loyal Customer,8,Personal Travel,Eco,192,4,4,4,3,1,4,1,1,4,5,4,5,5,1,3,0.0,neutral or dissatisfied
15276,15276,25923,Male,Loyal Customer,28,Business travel,Eco,594,4,4,4,4,4,4,4,4,1,2,3,1,4,4,42,15.0,neutral or dissatisfied
95388,95388,35734,Female,Loyal Customer,40,Personal Travel,Eco Plus,2446,4,4,3,2,3,3,3,1,1,4,5,3,4,3,0,35.0,neutral or dissatisfied
82094,82094,64161,Male,disloyal Customer,63,Business travel,Eco,589,4,1,4,3,3,4,1,3,1,4,4,2,3,3,0,0.0,neutral or dissatisfied
44353,44353,16542,Male,Loyal Customer,25,Business travel,Business,2365,1,1,5,1,4,5,4,4,3,5,2,4,2,4,0,0.0,satisfied
31981,31981,54162,Male,Loyal Customer,19,Business travel,Business,1400,2,4,4,4,2,2,2,2,1,4,3,4,3,2,83,83.0,neutral or dissatisfied
103697,103697,102950,Male,Loyal Customer,27,Business travel,Business,719,4,4,4,4,5,5,5,5,3,4,5,3,4,5,0,0.0,satisfied
69639,69639,91293,Male,Loyal Customer,28,Business travel,Business,1790,0,0,0,2,5,3,3,5,5,4,5,5,4,5,0,0.0,satisfied
30475,30475,98619,Female,disloyal Customer,30,Business travel,Business,993,2,2,2,2,3,2,3,3,5,3,5,4,4,3,10,13.0,neutral or dissatisfied
97491,97491,41982,Male,Loyal Customer,47,Business travel,Eco Plus,618,5,3,2,3,5,5,5,5,3,4,1,1,4,5,0,0.0,satisfied
71028,71028,95707,Male,Loyal Customer,60,Business travel,Business,3349,0,0,0,2,4,5,5,4,4,4,2,5,4,5,4,4.0,satisfied
71109,71109,22033,Female,Loyal Customer,17,Personal Travel,Eco Plus,448,2,4,2,3,3,2,3,3,1,5,3,5,4,3,0,0.0,neutral or dissatisfied
41447,41447,38147,Female,Loyal Customer,66,Personal Travel,Eco,1185,2,5,2,2,2,4,4,1,1,2,1,5,1,3,0,0.0,neutral or dissatisfied
57675,57675,111336,Male,Loyal Customer,27,Personal Travel,Eco,283,4,5,4,4,3,4,4,3,3,2,5,4,4,3,0,0.0,satisfied
65836,65836,53387,Male,Loyal Customer,22,Personal Travel,Eco,1452,3,1,3,3,2,3,2,2,1,5,3,1,3,2,0,0.0,neutral or dissatisfied
26103,26103,63687,Female,Loyal Customer,45,Business travel,Business,2610,1,1,4,1,2,4,5,5,5,5,5,3,5,4,9,0.0,satisfied
22412,22412,41774,Female,Loyal Customer,39,Personal Travel,Eco,872,3,2,3,2,3,3,3,3,2,3,2,3,3,3,88,78.0,neutral or dissatisfied
40940,40940,98402,Female,Loyal Customer,20,Business travel,Business,1518,1,5,5,5,1,1,1,1,3,2,2,2,2,1,0,11.0,neutral or dissatisfied
74965,74965,8965,Male,Loyal Customer,59,Business travel,Business,2950,1,1,1,1,5,5,5,4,4,4,4,3,4,4,33,44.0,satisfied
10807,10807,67859,Female,Loyal Customer,20,Personal Travel,Eco,1235,2,3,2,1,3,2,3,3,2,2,4,4,2,3,0,8.0,neutral or dissatisfied
6094,6094,90189,Female,Loyal Customer,61,Personal Travel,Eco,983,3,3,4,3,1,4,3,5,5,4,5,4,5,1,1,2.0,neutral or dissatisfied
27157,27157,50721,Female,Loyal Customer,58,Personal Travel,Eco,110,3,1,3,3,2,3,4,5,5,3,5,3,5,2,0,2.0,neutral or dissatisfied
42989,42989,88103,Male,Loyal Customer,39,Business travel,Business,3808,3,3,3,3,4,4,5,5,5,5,5,4,5,3,41,25.0,satisfied
25027,25027,24924,Female,Loyal Customer,28,Personal Travel,Eco,762,5,4,5,3,3,5,3,3,3,4,3,2,4,3,0,0.0,satisfied
60029,60029,64849,Female,Loyal Customer,68,Business travel,Business,190,0,5,0,2,3,4,5,4,4,4,2,5,4,3,0,0.0,satisfied
62010,62010,64634,Female,Loyal Customer,58,Business travel,Business,2274,1,1,1,1,4,4,5,5,5,5,5,4,5,4,54,86.0,satisfied
31053,31053,75474,Female,Loyal Customer,49,Personal Travel,Eco,2218,3,4,4,4,5,4,3,3,3,4,2,1,3,4,0,0.0,neutral or dissatisfied
45946,45946,36020,Male,disloyal Customer,39,Business travel,Eco,399,2,0,2,1,2,3,3,2,2,5,2,3,1,3,383,401.0,neutral or dissatisfied
85152,85152,8987,Male,Loyal Customer,35,Personal Travel,Eco,799,4,3,4,1,2,4,2,2,3,4,2,1,3,2,0,0.0,neutral or dissatisfied
86722,86722,109819,Female,Loyal Customer,32,Business travel,Business,3790,2,2,2,2,4,4,4,4,3,4,4,3,4,4,12,14.0,satisfied
75665,75665,109875,Male,Loyal Customer,43,Business travel,Business,1130,2,2,2,2,4,5,5,2,2,2,2,3,2,4,0,0.0,satisfied
88423,88423,350,Female,Loyal Customer,25,Business travel,Business,853,5,5,5,5,4,4,4,4,5,5,5,4,5,4,0,12.0,satisfied
101568,101568,95012,Female,Loyal Customer,8,Personal Travel,Eco,189,5,4,0,4,3,0,1,3,4,2,5,4,5,3,0,0.0,satisfied
69699,69699,9259,Male,Loyal Customer,54,Business travel,Business,157,3,3,3,3,2,4,4,5,5,5,4,4,5,4,0,2.0,satisfied
94669,94669,80117,Male,Loyal Customer,13,Personal Travel,Eco,1620,4,5,4,5,5,4,5,5,4,3,5,5,5,5,0,7.0,neutral or dissatisfied
17949,17949,67214,Male,Loyal Customer,66,Personal Travel,Eco,1121,3,5,3,5,2,3,4,2,4,3,5,5,4,2,13,6.0,neutral or dissatisfied
10999,10999,118725,Male,Loyal Customer,61,Personal Travel,Eco,370,3,5,3,4,3,3,3,3,3,4,4,1,4,3,15,4.0,neutral or dissatisfied
71733,71733,51323,Female,disloyal Customer,36,Business travel,Eco Plus,308,2,1,1,4,1,1,1,1,4,3,4,3,4,1,0,0.0,neutral or dissatisfied
84254,84254,72624,Female,Loyal Customer,40,Personal Travel,Eco,1121,3,1,3,3,2,3,5,2,1,5,2,3,2,2,27,24.0,neutral or dissatisfied
80818,80818,72469,Male,Loyal Customer,60,Business travel,Eco,985,4,5,3,5,4,4,4,4,3,5,3,3,4,4,0,0.0,neutral or dissatisfied
67437,67437,72557,Male,Loyal Customer,60,Business travel,Business,2728,1,2,1,1,2,4,4,1,1,2,1,3,1,4,0,0.0,satisfied
3099,3099,120213,Female,Loyal Customer,35,Business travel,Business,1325,3,2,2,2,3,3,3,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
94677,94677,55825,Female,Loyal Customer,59,Business travel,Business,1416,1,1,1,1,3,5,5,4,4,4,4,5,4,3,0,1.0,satisfied
66973,66973,184,Male,Loyal Customer,44,Business travel,Business,2497,0,4,0,2,4,5,4,1,1,1,1,3,1,5,0,0.0,satisfied
7282,7282,60966,Male,Loyal Customer,74,Business travel,Eco,488,2,3,3,3,2,2,2,2,4,5,3,3,4,2,0,7.0,neutral or dissatisfied
75794,75794,125302,Male,Loyal Customer,58,Business travel,Eco,278,2,5,5,5,2,2,2,2,2,3,1,2,1,2,9,9.0,neutral or dissatisfied
72376,72376,104689,Male,disloyal Customer,27,Business travel,Eco,159,2,1,2,2,2,2,2,2,4,3,2,1,2,2,19,11.0,neutral or dissatisfied
11406,11406,63005,Male,disloyal Customer,28,Business travel,Business,862,2,3,3,5,3,1,3,4,4,5,5,3,5,3,165,155.0,neutral or dissatisfied
44380,44380,127037,Female,disloyal Customer,22,Business travel,Eco,651,3,1,3,2,5,3,5,5,4,2,3,3,3,5,1,10.0,neutral or dissatisfied
71579,71579,49088,Female,Loyal Customer,27,Business travel,Business,2714,3,2,2,2,3,3,3,3,3,4,4,2,4,3,64,76.0,neutral or dissatisfied
66530,66530,84684,Male,Loyal Customer,37,Personal Travel,Eco,2182,0,5,0,3,5,0,5,5,4,2,1,1,1,5,9,17.0,satisfied
68741,68741,89959,Female,Loyal Customer,26,Personal Travel,Eco,1310,4,5,4,3,5,4,3,5,5,2,5,4,5,5,0,1.0,neutral or dissatisfied
29036,29036,9950,Female,disloyal Customer,34,Business travel,Eco,515,2,3,2,2,3,2,3,3,4,4,2,1,3,3,28,14.0,neutral or dissatisfied
31969,31969,123805,Male,Loyal Customer,44,Business travel,Business,3346,2,2,2,2,4,5,5,5,5,5,5,3,5,3,10,26.0,satisfied
83922,83922,9108,Male,Loyal Customer,52,Business travel,Business,3132,5,5,5,5,3,4,5,4,4,4,4,5,4,5,0,2.0,satisfied
55269,55269,117488,Female,Loyal Customer,23,Business travel,Business,507,3,4,3,4,3,3,3,3,2,5,3,4,4,3,0,0.0,neutral or dissatisfied
31294,31294,120288,Male,Loyal Customer,24,Personal Travel,Eco,1576,4,4,4,1,2,4,5,2,3,3,3,3,5,2,0,12.0,neutral or dissatisfied
662,662,127082,Male,disloyal Customer,26,Business travel,Eco,304,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6.0,neutral or dissatisfied
16151,16151,92844,Female,Loyal Customer,40,Personal Travel,Eco,1587,3,4,3,5,1,3,1,1,5,2,5,3,5,1,0,6.0,neutral or dissatisfied
23363,23363,109574,Female,Loyal Customer,16,Personal Travel,Eco,834,0,5,0,4,4,0,4,4,5,3,5,3,5,4,15,0.0,satisfied
81027,81027,51137,Female,Loyal Customer,35,Personal Travel,Eco,363,4,5,4,5,1,4,1,1,3,3,4,3,5,1,0,0.0,neutral or dissatisfied
48992,48992,88795,Male,Loyal Customer,47,Business travel,Business,1797,1,1,1,1,4,4,4,2,2,2,2,3,2,4,0,4.0,satisfied
32902,32902,86921,Male,Loyal Customer,7,Personal Travel,Eco,341,3,5,3,3,4,3,4,4,3,4,4,5,4,4,4,0.0,neutral or dissatisfied
44455,44455,74061,Male,disloyal Customer,40,Business travel,Business,722,4,4,4,3,4,4,5,4,4,4,4,3,4,4,4,0.0,neutral or dissatisfied
11272,11272,75853,Female,Loyal Customer,13,Personal Travel,Eco,1440,3,4,3,4,5,3,5,5,5,4,4,3,4,5,62,81.0,neutral or dissatisfied
23602,23602,20916,Female,Loyal Customer,24,Business travel,Business,3798,1,2,2,2,1,1,1,2,5,3,4,1,1,1,177,167.0,neutral or dissatisfied
83576,83576,107412,Male,Loyal Customer,58,Business travel,Business,725,2,2,2,2,4,5,5,4,4,5,4,3,4,4,39,32.0,satisfied
91063,91063,77944,Male,Loyal Customer,36,Business travel,Business,2884,3,3,3,3,4,4,5,4,4,4,5,5,4,4,0,0.0,satisfied
88439,88439,63591,Female,disloyal Customer,55,Business travel,Eco,633,3,0,3,5,4,3,4,4,5,2,4,1,2,4,0,0.0,neutral or dissatisfied
4655,4655,21783,Female,disloyal Customer,25,Business travel,Eco,352,1,0,1,3,4,1,4,4,4,1,2,5,1,4,12,5.0,neutral or dissatisfied
47190,47190,6760,Female,Loyal Customer,41,Business travel,Business,2240,4,4,4,4,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
44134,44134,16877,Female,Loyal Customer,47,Business travel,Eco,746,3,1,1,1,3,3,3,3,3,3,3,1,3,1,101,108.0,neutral or dissatisfied
4798,4798,114369,Female,Loyal Customer,47,Business travel,Business,1595,4,4,4,4,2,5,4,4,4,4,4,5,4,3,6,2.0,satisfied
8500,8500,66128,Male,Loyal Customer,36,Personal Travel,Eco,583,1,5,1,3,1,1,1,1,5,4,5,3,5,1,0,12.0,neutral or dissatisfied
75418,75418,81722,Female,disloyal Customer,17,Business travel,Eco,1416,1,2,2,4,5,1,1,5,4,3,4,4,5,5,0,0.0,neutral or dissatisfied
89950,89950,42013,Female,Loyal Customer,44,Business travel,Eco,116,4,4,4,4,5,2,1,4,4,4,4,2,4,1,0,0.0,satisfied
77264,77264,101905,Female,Loyal Customer,46,Personal Travel,Eco,1984,3,5,3,4,4,4,2,5,5,3,5,4,5,2,0,0.0,neutral or dissatisfied
27532,27532,30411,Male,Loyal Customer,41,Business travel,Eco Plus,641,5,1,2,2,5,5,5,5,3,5,4,2,5,5,0,4.0,satisfied
97651,97651,50422,Male,disloyal Customer,39,Business travel,Business,266,2,3,3,1,1,3,1,1,4,2,2,3,5,1,6,0.0,neutral or dissatisfied
38838,38838,79771,Male,Loyal Customer,44,Business travel,Business,3531,1,1,1,1,4,5,5,4,4,5,4,4,4,4,14,0.0,satisfied
73231,73231,37337,Female,Loyal Customer,40,Business travel,Eco,1076,4,1,2,2,4,4,4,4,5,3,5,1,2,4,0,4.0,satisfied
86886,86886,98491,Female,Loyal Customer,53,Business travel,Business,2341,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
1753,1753,79995,Female,Loyal Customer,44,Personal Travel,Eco,1076,3,5,3,3,5,4,4,2,2,3,2,4,2,5,28,31.0,neutral or dissatisfied
5089,5089,86144,Female,Loyal Customer,43,Business travel,Business,356,3,3,3,3,2,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
13193,13193,81552,Male,Loyal Customer,47,Business travel,Business,936,5,5,5,5,2,4,4,5,5,5,5,5,5,4,0,6.0,satisfied
44062,44062,54704,Female,disloyal Customer,26,Business travel,Eco,565,1,3,1,4,2,1,2,2,4,5,4,4,3,2,18,17.0,neutral or dissatisfied
95339,95339,25826,Male,Loyal Customer,38,Business travel,Business,692,3,3,3,3,1,4,2,4,4,4,4,5,4,1,18,41.0,satisfied
75999,75999,71459,Male,Loyal Customer,46,Personal Travel,Eco,867,4,3,4,4,4,4,4,4,1,5,4,3,4,4,0,0.0,neutral or dissatisfied
56286,56286,49751,Female,disloyal Customer,59,Business travel,Eco,86,1,0,1,3,3,1,4,3,3,4,1,2,5,3,17,16.0,neutral or dissatisfied
101177,101177,40794,Male,Loyal Customer,34,Business travel,Business,3760,2,2,2,2,3,1,4,3,3,4,3,3,3,4,0,0.0,satisfied
13937,13937,76833,Female,Loyal Customer,16,Business travel,Business,1851,5,5,5,5,5,5,5,5,5,3,5,1,4,5,0,0.0,satisfied
74962,74962,44285,Male,disloyal Customer,21,Business travel,Eco,1123,4,5,5,3,5,5,4,5,3,4,5,5,4,5,0,0.0,satisfied
32098,32098,103436,Male,Loyal Customer,59,Business travel,Business,2000,4,4,4,4,4,5,4,5,5,5,5,5,5,5,24,7.0,satisfied
87869,87869,77473,Female,Loyal Customer,32,Personal Travel,Eco,507,3,4,3,3,2,3,2,2,3,5,5,5,4,2,0,0.0,neutral or dissatisfied
19116,19116,43197,Male,Loyal Customer,26,Personal Travel,Eco,651,1,1,1,3,3,1,3,3,3,4,3,1,4,3,0,10.0,neutral or dissatisfied
37686,37686,97670,Male,Loyal Customer,15,Business travel,Business,3770,3,4,4,4,3,3,3,3,2,3,3,4,3,3,0,0.0,neutral or dissatisfied
5528,5528,16930,Female,disloyal Customer,37,Business travel,Eco,820,4,3,3,3,2,3,2,2,5,4,3,4,4,2,0,17.0,neutral or dissatisfied
101118,101118,27437,Female,Loyal Customer,28,Business travel,Business,954,1,1,1,1,5,5,5,5,2,1,1,1,3,5,0,0.0,satisfied
48631,48631,10192,Female,Loyal Customer,44,Business travel,Business,3578,2,5,2,2,4,5,4,4,4,4,4,3,4,3,14,4.0,satisfied
2101,2101,77495,Male,Loyal Customer,63,Business travel,Eco,589,4,2,5,2,4,4,4,4,5,2,1,5,3,4,0,0.0,satisfied
86193,86193,26973,Male,Loyal Customer,43,Business travel,Business,2126,4,4,4,4,4,5,3,4,4,4,4,4,4,5,0,0.0,satisfied
89416,89416,105057,Male,Loyal Customer,44,Business travel,Business,1539,5,5,5,5,4,5,5,5,5,5,5,5,5,3,53,52.0,satisfied
21761,21761,92748,Female,Loyal Customer,37,Personal Travel,Eco,1276,2,4,2,4,2,2,2,2,5,3,3,5,5,2,0,0.0,neutral or dissatisfied
18628,18628,39118,Female,Loyal Customer,33,Business travel,Business,3107,2,4,4,4,3,4,4,1,1,1,2,1,1,1,0,7.0,neutral or dissatisfied
1180,1180,30454,Male,Loyal Customer,40,Business travel,Business,991,4,2,2,2,4,2,2,4,4,3,4,1,4,2,22,27.0,neutral or dissatisfied
100512,100512,124735,Male,Loyal Customer,13,Personal Travel,Eco,399,3,4,3,3,3,3,3,3,3,3,4,5,5,3,0,0.0,neutral or dissatisfied
40595,40595,10872,Female,disloyal Customer,25,Business travel,Business,517,4,0,4,2,3,4,3,3,3,2,4,3,4,3,0,0.0,neutral or dissatisfied
39334,39334,109985,Male,Loyal Customer,56,Business travel,Business,2772,2,2,2,2,3,4,4,3,3,4,3,4,3,3,8,0.0,satisfied
47994,47994,103383,Female,Loyal Customer,57,Business travel,Business,237,5,5,5,5,4,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
50159,50159,37663,Male,Loyal Customer,59,Personal Travel,Eco,1005,1,5,1,2,5,1,1,5,1,3,2,3,3,5,4,0.0,neutral or dissatisfied
95757,95757,93611,Female,Loyal Customer,57,Business travel,Business,577,2,2,2,2,3,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
95636,95636,129456,Female,Loyal Customer,60,Business travel,Business,1958,5,5,5,5,3,5,5,4,4,4,4,4,4,3,12,0.0,satisfied
